farman123,7/11/2021,3:50:55,37.6007632,126.8646124,41.93140219,0,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:50:56,37.6007632,126.8646124,41.93140219,0,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:50:57,37.6007632,126.8646124,41.93140219,0,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:50:58,37.6007632,126.8646124,41.93140219,0,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:50:59,37.6007632,126.8646124,41.93140219,0,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:00,37.6007632,126.8646124,41.93140219,0,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:01,37.6007632,126.8646132,41.67231163,0.0073372,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:02,37.6007632,126.8646132,41.67231163,0.0073372,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:03,37.6007632,126.8646132,41.67231163,0.0073372,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:04,37.6007632,126.8646132,41.67231163,0.0073372,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:05,37.6007632,126.8646132,41.67231163,0.0073372,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:06,37.6007592,126.864616,41.60820959,0.0866501,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:07,37.6007592,126.864616,41.60820959,0.0866501,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:08,37.6007592,126.864616,41.60820959,0.0866501,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:09,37.6007592,126.864616,41.60820959,0.0866501,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:10,37.6007527,126.8646135,41.50080821,0.1351639,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:11,37.6007527,126.8646135,41.50080821,0.1351639,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:12,37.6007527,126.8646135,41.50080821,0.1351639,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:13,37.6007527,126.8646135,41.50080821,0.1351639,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:14,37.6007527,126.8646135,41.50080821,0.1351639,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:15,37.6007527,126.8646135,41.50080821,0.1351639,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:16,37.6007632,126.8646141,41.3716097,0.1573245,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:17,37.6007632,126.8646141,41.3716097,0.1573245,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:18,37.6007632,126.8646141,41.3716097,0.1573245,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:19,37.6007632,126.8646141,41.3716097,0.1573245,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:20,37.600765,126.8646143,41.39012121,0.0771024,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:21,37.600765,126.8646143,41.39012121,0.0771024,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:22,37.600765,126.8646143,41.39012121,0.0771024,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:23,37.600765,126.8646143,41.39012121,0.0771024,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:24,37.600765,126.8646143,41.39012121,0.0771024,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:25,37.600762,126.8646192,41.4498483,0.0787723,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:26,37.600762,126.8646192,41.4498483,0.0787723,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:27,37.600762,126.8646192,41.4498483,0.0787723,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:28,37.600762,126.8646192,41.4498483,0.0787723,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:29,37.600762,126.8646192,41.4498483,0.0787723,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:30,37.6007646,126.8646252,41.51477818,0.107097,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:31,37.6007646,126.8646252,41.51477818,0.107097,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:32,37.6007646,126.8646252,41.51477818,0.107097,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:33,37.6007646,126.8646252,41.51477818,0.107097,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:34,37.6007646,126.8646252,41.51477818,0.107097,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:35,37.6007657,126.864619,41.4961388,0.0723979,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:36,37.6007657,126.864619,41.4961388,0.0723979,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:37,37.6007657,126.864619,41.4961388,0.0723979,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:38,37.6007657,126.864619,41.4961388,0.0723979,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:39,37.6007657,126.864619,41.4961388,0.0723979,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:40,37.6007597,126.8646164,41.52558902,0.1106023,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:41,37.6007597,126.8646164,41.52558902,0.1106023,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:42,37.6007597,126.8646164,41.52558902,0.1106023,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:43,37.6007597,126.8646164,41.52558902,0.1106023,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:44,37.6007597,126.8646164,41.52558902,0.1106023,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:45,37.6007636,126.8646136,41.48245419,0.0700941,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:46,37.6007636,126.8646136,41.48245419,0.0700941,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:47,37.6007636,126.8646136,41.48245419,0.0700941,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:48,37.6007636,126.8646136,41.48245419,0.0700941,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:49,37.6007636,126.8646136,41.48245419,0.0700941,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:50,37.6007674,126.8646118,41.5392008,0.0849055,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:51,37.6007674,126.8646118,41.5392008,0.0849055,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:52,37.6007674,126.8646118,41.5392008,0.0849055,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:53,37.6007674,126.8646118,41.5392008,0.0849055,-0.2,0,9.8,0,0,0
farman123,7/11/2021,3:51:54,37.6007674,126.8646118,41.5392008,0.0849055,-0.2,0,9.8,0,0,0
